时间,天气状况,温度(℃),降水量(mm),风向,风力(级),风速(km/h),气压(hPa),湿度(%),能见度(km),云量%
2024-12-07 13:00,晴,8.8,0,东北风,1,3,984,33,13,1
2024-12-07 14:00,晴,9.6,0,南风,1,3,984,33,16,0
2024-12-07 15:00,多云,9.8,0,北风,1,5,983,32,16,0
2024-12-07 16:00,晴,8.6,0,东南风,1,5,983,32,16,0
2024-12-07 17:00,晴,7.8,0,东北风,1,1,984,36,16,0
2024-12-07 18:00,晴,6.5,0,南风,1,3,984,41,22,0
2024-12-07 19:00,晴,6.8,0,西风,1,1,985,40,17,0
2024-12-07 20:00,多云,6.9,0,北风,1,1,985,39,18,0
2024-12-07 21:00,多云,7.3,0,北风,2,6,986,35,13,2
2024-12-07 22:00,晴,6.9,0,东北风,2,6,986,35,13,5
2024-12-07 23:00,阴,5.4,0,东北风,1,2,986,42,7,7
2024-12-08 00:00,多云,3.8,0,东北风,1,2,986,39,7,5
2024-12-08 01:00,多云,3.1,0,东北风,2,6,986,40,7,2
2024-12-08 02:00,多云,3.2,0,北风,2,7,986,34,10,0
2024-12-08 03:00,多云,3,0,东北风,1,3,986,33,10,16
2024-12-08 04:00,多云,2.7,0,东风,2,6,985,33,10,32
2024-12-08 05:00,多云,2.2,0,东风,1,5,985,35,16,48
2024-12-08 06:00,多云,2.1,0,东风,2,8,984,33,16,32
2024-12-08 07:00,晴,2,0,东北风,1,5,985,30,16,16
2024-12-08 08:00,晴,1.5,0,东北风,1,4,985,32,13,0
2024-12-08 09:00,阴,1.4,0,东风,2,6,986,35,23,23
2024-12-08 10:00,多云,2.1,0,东风,1,3,985,36,23,45
2024-12-08 11:00,多云,3.7,0,北风,1,3,985,34,23,68
2024-12-08 12:00,多云,4.2,0,东北风,2,8,982,39,23,45
2024-12-08 13:00,多云,5.3,0,北风,1,2,981,36,23,23
2024-12-08 14:00,多云,5.1,0,东北风,1,4,980,34,23,0
2024-12-08 15:00,阴,5,0,北风,2,6,980,37,23,13
2024-12-08 16:00,阴,4.6,0,北风,1,3,979,40,23,27
2024-12-08 17:00,多云,4.7,0,北风,1,4,980,37,23,40
2024-12-08 18:00,多云,4.6,0,西北风,1,3,980,35,24,44
2024-12-08 19:00,多云,4.6,0,北风,1,1,981,37,23,49
2024-12-08 20:00,多云,4.6,0,南风,1,4,981,38,19,53
2024-12-08 21:00,多云,4.6,0,西北风,1,3,981,35,17,54
2024-12-08 22:00,多云,4.5,0,东北风,1,2,981,41,17,56
2024-12-08 23:00,多云,4.3,0,西北风,1,2,981,42,16,57
2024-12-09 00:00,多云,4.2,0,西北风,1,3,980,39,13,38
2024-12-09 01:00,多云,4,0,西风,1,3,979,42,13,19
2024-12-09 02:00,阴,3.9,0,西北风,1,2,979,44,13,0
2024-12-09 03:00,多云,2.8,0,西北风,1,2,979,51,13,12
2024-12-09 04:00,多云,1.9,0,西北风,1,1,979,51,13,25
2024-12-09 05:00,多云,3,0,西北风,1,1,978,43,13,37
2024-12-09 06:00,多云,3.5,0,西北风,1,2,978,45,14,25
2024-12-09 07:00,多云,3.5,0,西北风,1,2,979,45,14,12
2024-12-09 08:00,多云,3.7,0,西北风,1,3,979,46,13,0
2024-12-09 09:00,多云,4.2,0,西北风,1,2,979,42,14,2
2024-12-09 10:00,阴,5.2,0,西北风,1,5,979,42,12,5
2024-12-09 11:00,阴,5.6,0,西风,2,7,978,44,12,7
2024-12-09 12:00,晴,6.3,0,南风,1,5,977,43,16,5
2024-12-09 13:00,阴,7,0,西北风,1,2,975,41,16,2
2024-12-09 14:00,阴,6.8,0,西北风,1,5,974,41,17,0
2024-12-09 15:00,多云,6.7,0,西北风,1,2,974,39,17,30
2024-12-09 16:00,多云,6.7,0,西南风,1,3,974,41,17,59
2024-12-09 17:00,多云,6.4,0,西南风,1,3,975,40,17,89
2024-12-09 18:00,多云,6.2,0,西北风,0,0,975,40,17,59
2024-12-09 19:00,多云,5.9,0,西北风,1,2,976,43,15,30
2024-12-09 20:00,多云,5.9,0,西北风,1,2,976,43,12,0
2024-12-09 21:00,多云,5.7,0,西北风,1,5,976,45,12,7
2024-12-09 22:00,多云,5.6,0,西北风,1,2,977,44,11,13
2024-12-09 23:00,多云,5.1,0,西北风,1,5,976,45,10,20
2024-12-10 00:00,多云,5.1,0,西北风,1,1,976,48,10,13
2024-12-10 01:00,多云,5.2,0,西北风,1,1,976,47,10,7
2024-12-10 02:00,多云,5.1,0,西北风,1,3,976,48,10,0
2024-12-10 03:00,多云,5.1,0,西北风,1,3,976,52,10,15
2024-12-10 04:00,阴,4.7,0,西北风,1,3,976,54,10,29
2024-12-10 05:00,多云,4.8,0,西北风,1,4,976,58,10,44
2024-12-10 06:00,阴,5.1,0,西北风,1,1,976,53,10,29
2024-12-10 07:00,阴,4.8,0,西北风,1,4,977,63,9,15
2024-12-10 08:00,阴,4.9,0,西北风,1,2,978,64,9,0
2024-12-10 09:00,阴,4.8,0,西北风,2,6,978,67,8,6
2024-12-10 10:00,多云,5.1,0,南风,2,6,979,66,8,12
2024-12-10 11:00,阴,5.6,0,南风,2,8,979,63,8,18
2024-12-10 12:00,阴,5.9,0,南风,2,6,978,65,9,12
2024-12-10 13:00,阴,6.5,0,南风,1,4,977,62,10,6
2024-12-10 14:00,多云,6.7,0,南风,2,8,977,59,10,0
2024-12-10 15:00,阴,6.6,0,西北风,1,3,977,59,10,11
2024-12-10 16:00,阴,6.9,0,西北风,1,2,978,53,10,21
2024-12-10 17:00,阴,6.8,0,南风,2,6,979,55,10,32
2024-12-10 18:00,阴,6.5,0,南风,1,5,979,59,10,21
2024-12-10 19:00,晴,6.2,0,西北风,1,2,980,61,8,11
2024-12-10 20:00,阴,6.1,0,西北风,1,2,981,65,7,0
2024-12-10 21:00,多云,5.8,0,北风,0,0,981,66,7,13
2024-12-10 22:00,阴,5.5,0,西北风,1,2,982,69,6,25
2024-12-10 23:00,多云,5.7,0,西北风,1,5,982,69,6,38
2024-12-11 00:00,阴,5.4,0,西北风,1,2,982,73,5,25
2024-12-11 01:00,阴,5,0,西北风,1,3,982,74,4,13
2024-12-11 02:00,多云,4.9,0,西南风,1,3,983,76,4,0
2024-12-11 03:00,多云,4.9,0,西北风,1,2,982,75,4,4
2024-12-11 04:00,多云,5,0,西北风,1,3,982,75,4,9
2024-12-11 05:00,多云,4.7,0,西北风,0,0,982,79,4,13
2024-12-11 06:00,阴,4.7,0,西北风,1,3,982,78,5,9
2024-12-11 07:00,阴,4.3,0,西北风,1,4,982,83,5,4
2024-12-11 08:00,阴,3.8,0,西风,1,1,982,87,5,0
2024-12-11 09:00,阴,4.4,0,西风,1,1,981,89,5,3
2024-12-11 10:00,晴,5.5,0,东南风,1,3,982,74,4,6
2024-12-11 11:00,晴,6.7,0,西北风,2,6,981,67,4,9
2024-12-11 12:00,晴,7.9,0,西北风,1,5,979,60,5,6
2024-12-11 13:00,晴,8.7,0,西风,1,2,978,54,5,3
2024-12-11 14:00,晴,8.8,0,东北风,1,5,977,54,6,0
2024-12-11 15:00,晴,9.3,0,东北风,2,6,977,55,6,20
2024-12-11 16:00,晴,8.6,0,北风,1,5,976,55,6,39
2024-12-11 17:00,晴,7.7,0,北风,1,1,977,62,6,59
2024-12-11 18:00,晴,6.9,0,东北风,1,5,978,66,7,39
2024-12-11 19:00,晴,6.4,0,北风,1,2,979,70,5,20
2024-12-11 20:00,晴,5.3,0,北风,1,4,980,73,5,0
2024-12-11 21:00,晴,5.3,0,东北风,1,5,980,68,4,17
2024-12-11 22:00,晴,5.4,0,东北风,1,2,981,67,4,33
2024-12-11 23:00,多云,5.7,0,东南风,0,0,980,64,4,50
2024-12-12 00:00,多云,5.4,0,东北风,1,2,980,68,4,33
2024-12-12 01:00,多云,5.1,0,南风,1,2,980,71,4,17
2024-12-12 02:00,阴,5.2,0,北风,1,3,980,73,4,0
2024-12-12 03:00,多云,5.1,0,北风,1,3,980,70,4,23
2024-12-12 04:00,多云,4.7,0,东北风,1,4,980,71,4,46
2024-12-12 05:00,多云,4.5,0,东北风,1,3,980,72,4,69
2024-12-12 06:00,多云,4.4,0,北风,1,4,980,72,4,46
2024-12-12 07:00,多云,4.5,0,西北风,1,4,981,72,4,23
2024-12-12 08:00,阴,4.2,0,西北风,1,4,982,75,4,0
2024-12-12 09:00,阴,3.9,0,西北风,1,1,983,85,3,11
2024-12-12 10:00,阴,4,0,南风,1,1,983,91,3,23
2024-12-12 11:00,阴,4.4,0,南风,1,5,983,93,2,34
2024-12-12 12:00,阴,4.8,0,西风,2,6,982,91,2,23
2024-12-12 13:00,阴,5.2,0,南风,2,7,982,94,3,11
2024-12-12 14:00,阴,5.5,0,西风,1,3,982,93,2,0
2024-12-12 15:00,阴,6,0,西北风,1,5,982,70,2,21
2024-12-12 16:00,多云,5.6,0,东南风,2,8,983,70,2,43
2024-12-12 17:00,多云,5.8,0,南风,2,6,984,67,2,64
2024-12-12 18:00,多云,5.7,0,西北风,1,3,985,66,8,43
2024-12-12 19:00,多云,5.9,0,西北风,2,6,986,54,8,21
2024-12-12 20:00,多云,5.9,0,西北风,1,5,986,46,8,0
2024-12-12 21:00,阴,5.4,0,西北风,1,3,987,41,9,1
2024-12-12 22:00,晴,4.1,0,西北风,1,5,988,43,12,1
2024-12-12 23:00,晴,3.7,0,西北风,1,3,988,43,15,2
2024-12-13 00:00,晴,3.6,0,西北风,2,6,988,40,17,1
2024-12-13 01:00,晴,3.4,0,西北风,1,4,988,37,19,1
2024-12-13 02:00,晴,2.7,0,西北风,1,2,989,36,20,0
2024-12-13 03:00,晴,1.5,0,西北风,1,1,989,38,20,3
2024-12-13 04:00,晴,1.5,0,西北风,1,3,989,34,20,7
2024-12-13 05:00,晴,-0.2,0,西北风,1,4,989,39,20,10
2024-12-13 06:00,晴,0.6,0,西北风,1,4,989,35,25,7
2024-12-13 07:00,晴,0,0,西北风,1,5,990,38,25,3
2024-12-13 08:00,晴,0.1,0,西北风,1,3,991,38,23,0
2024-12-13 09:00,阴,0.6,0,西北风,2,6,991,37,19,0
2024-12-13 10:00,晴,1.6,0,西北风,2,11,991,35,16,1
2024-12-13 11:00,晴,3.8,0,西北风,2,6,991,29,16,1
2024-12-13 12:00,晴,4.5,0,西北风,1,5,989,26,18,1
2024-12-13 13:00,晴,5.2,0,西南风,2,7,988,23,20,0
2024-12-13 14:00,晴,5.2,0,西北风,1,4,988,23,20,0
2024-12-13 15:00,晴,5.7,0,南风,1,4,987,23,20,0
2024-12-13 16:00,晴,5.6,0,西风,1,3,987,21,20,0
2024-12-13 17:00,晴,4.3,0,西北风,1,2,987,28,20,0
2024-12-13 18:00,晴,2.8,0,南风,1,1,988,29,16,0
2024-12-13 19:00,晴,1.5,0,南风,0,0,989,30,17,0
2024-12-13 20:00,晴,0.6,0,西南风,1,1,990,40,14,0
2024-12-13 21:00,晴,0.2,0,北风,1,3,990,39,20,1
2024-12-13 22:00,晴,0.1,0,西北风,0,0,991,40,20,1
2024-12-13 23:00,晴,0.1,0,西北风,1,1,992,44,23,2
2024-12-14 00:00,多云,1.3,0,西北风,1,1,992,39,27,1
2024-12-14 01:00,多云,1.2,0,南风,1,3,992,48,24,1
2024-12-14 02:00,多云,0.9,0,西北风,1,3,992,48,19,0
2024-12-14 03:00,多云,0.6,0,西北风,1,2,991,51,19,12
2024-12-14 04:00,多云,0,0,西北风,1,2,992,53,19,24
2024-12-14 05:00,多云,-0.4,0,西北风,1,1,991,55,19,36
2024-12-14 06:00,多云,-1.3,0,西北风,1,4,991,59,13,24
2024-12-14 07:00,多云,-0.4,0,西北风,1,4,992,56,11,12
2024-12-14 08:00,多云,-1.2,0,西北风,1,3,993,64,8,0
2024-12-14 09:00,晴,-0.3,0,西北风,1,4,993,55,8,1
2024-12-14 10:00,晴,1.4,0,西北风,2,7,993,46,8,2
2024-12-14 11:00,晴,3.7,0,南风,1,3,992,35,8,3
2024-12-14 12:00,晴,4.4,0,西北风,2,10,991,32,12,2
2024-12-14 13:00,晴,5.9,0,西北风,2,9,989,24,19,1
2024-12-14 14:00,晴,6.4,0,西北风,2,9,988,25,21,0
2024-12-14 15:00,晴,6.5,0,西北风,1,4,987,22,21,11
2024-12-14 16:00,晴,6.2,0,西北风,1,5,987,17,21,23
2024-12-14 17:00,晴,5.7,0,西北风,1,2,987,20,21,34
2024-12-14 18:00,晴,3.7,0,南风,1,3,987,28,15,23
2024-12-14 19:00,晴,1.4,0,北风,0,0,988,33,12,13
2024-12-14 20:00,晴,0.9,0,南风,0,0,988,35,13,2
2024-12-14 21:00,晴,0.8,0,西北风,1,2,988,36,12,1
2024-12-14 22:00,晴,1,0,南风,1,2,987,45,8,1
2024-12-14 23:00,晴,0.8,0,南风,1,1,987,47,10,0
2024-12-15 00:00,晴,-0.2,0,东南风,1,1,987,50,8,0
2024-12-15 01:00,晴,-1.3,0,西南风,0,0,986,55,8,0
2024-12-15 02:00,晴,-1.4,0,西南风,0,0,986,54,7,0
2024-12-15 03:00,晴,-2,0,西南风,1,1,985,52,7,0
2024-12-15 04:00,晴,-2.1,0,西北风,1,1,985,56,7,0
2024-12-15 05:00,晴,-1.1,0,西北风,1,3,985,55,9,0
2024-12-15 06:00,晴,-2.9,0,西北风,0,0,985,68,9,0
2024-12-15 07:00,晴,-3.4,0,西北风,1,3,985,72,8,0
2024-12-15 08:00,晴,-2.9,0,西北风,1,3,985,72,8,0
2024-12-15 09:00,晴,-1.3,0,西北风,1,4,986,63,6,0
2024-12-15 10:00,晴,0.5,0,西北风,1,5,986,55,7,0
2024-12-15 11:00,晴,3.2,0,西北风,2,7,986,44,5,0
2024-12-15 12:00,晴,5,0,西北风,1,5,984,32,13,0
2024-12-15 13:00,晴,6.9,0,南风,1,5,983,27,13,0
2024-12-15 14:00,晴,7.5,0,西南风,2,6,982,24,14,0
2024-12-15 15:00,晴,8.3,0,南风,1,4,982,23,14,0
2024-12-15 16:00,多云,7.4,0,西南风,1,3,982,25,14,0
2024-12-15 17:00,晴,5.9,0,南风,1,2,982,30,14,0
2024-12-15 18:00,晴,3.2,0,西北风,1,1,982,39,20,0
2024-12-15 19:00,晴,1.5,0,西北风,0,0,982,45,17,0
2024-12-15 20:00,晴,0.8,0,西北风,0,0,982,49,11,0
2024-12-15 21:00,晴,0,0,西北风,1,1,981,56,9,0
2024-12-15 22:00,晴,-0.2,0,东北风,1,2,981,59,8,0
2024-12-15 23:00,晴,-0.1,0,东风,1,1,981,56,6,0
2024-12-16 00:00,晴,-0.4,0,南风,1,1,980,58,7,0
2024-12-16 01:00,晴,-1.1,0,东北风,0,0,980,63,9,0
2024-12-16 02:00,晴,-1.8,0,西北风,1,2,979,70,9,0
2024-12-16 03:00,晴,-1.9,0,西北风,1,1,979,70,9,0
2024-12-16 04:00,晴,-2.1,0,西北风,1,1,979,69,9,0
2024-12-16 05:00,晴,-2.5,0,西北风,0,0,978,70,6,0
2024-12-16 06:00,晴,-2.9,0,西北风,1,3,977,73,6,0
2024-12-16 07:00,晴,-3.1,0,西北风,0,0,977,86,6,0
2024-12-16 08:00,晴,-3,0,西北风,1,1,978,81,5,0
2024-12-16 09:00,阴,-0.8,0,南风,1,1,979,57,6,0
2024-12-16 10:00,晴,0.6,0,南风,1,1,978,49,6,0
2024-12-16 11:00,晴,4.5,0,西南风,1,5,978,37,6,0
2024-12-16 12:00,晴,5.4,0,东北风,1,1,966,39,6,0
2024-12-16 13:00,晴,5.5,0,东北风,1,4,975,40,6,0
2024-12-16 14:00,晴,6.4,0,北风,1,3,974,35,9,0
2024-12-16 15:00,晴,7.6,0,东风,1,4,974,30,9,0
2024-12-16 16:00,晴,7.4,0,北风,1,3,974,30,9,0
2024-12-16 17:00,晴,6.2,0,东北风,0,0,974,38,9,0
2024-12-16 18:00,晴,5.2,0,北风,1,1,975,41,11,0
2024-12-16 19:00,晴,2.5,0,北风,1,1,976,50,11,0
2024-12-16 20:00,晴,2.1,0,北风,1,2,976,52,7,0
2024-12-16 21:00,晴,1.4,0,东北风,0,0,977,57,6,0
2024-12-16 22:00,晴,0.9,0,东北风,1,1,977,58,5,0
2024-12-16 23:00,晴,0.5,0,西南风,1,2,977,63,5,0
2024-12-17 00:00,晴,-0.4,0,西北风,1,1,977,75,5,0
2024-12-17 01:00,晴,-0.9,0,西北风,1,4,979,73,4,0
2024-12-17 02:00,晴,-1.1,0,西北风,1,1,979,76,4,0
2024-12-17 03:00,晴,0.2,0,西南风,1,2,980,65,4,0
2024-12-17 04:00,晴,0,0,西南风,1,1,980,66,4,0
2024-12-17 05:00,晴,-0.3,0,南风,0,0,981,66,5,0
2024-12-17 06:00,晴,-0.8,0,西南风,0,0,981,75,5,0
2024-12-17 07:00,晴,-1.3,0,东南风,1,5,982,79,5,0
2024-12-17 08:00,晴,1,0,西南风,1,2,983,59,6,0
2024-12-17 09:00,晴,1.8,0,南风,2,7,984,57,5,0
2024-12-17 10:00,晴,2.8,0,南风,2,7,985,52,5,0
2024-12-17 11:00,晴,4.1,0,南风,1,4,985,48,5,0
2024-12-17 12:00,晴,6.3,0,西南风,2,9,984,38,6,0
2024-12-17 13:00,晴,7.7,0,西南风,1,5,983,35,9,0
2024-12-17 14:00,晴,9.7,0,南风,1,3,982,28,13,0
2024-12-17 15:00,晴,10.7,0,南风,1,4,982,26,13,0
2024-12-17 16:00,晴,11.1,0,南风,1,3,982,23,13,0
2024-12-17 17:00,晴,8.9,0,西南风,0,0,982,30,13,0
2024-12-17 18:00,晴,5.3,0,东南风,1,1,982,36,19,0
2024-12-17 19:00,晴,3.6,0,南风,1,1,983,38,16,0
2024-12-17 20:00,晴,4.7,0,南风,1,2,983,40,9,0
2024-12-17 21:00,晴,5.4,0,南风,1,2,984,36,9,0
2024-12-17 22:00,晴,2.6,0,西南风,1,1,985,47,10,0
2024-12-17 23:00,多云,1.6,0,南风,1,2,985,52,9,0
2024-12-18 00:00,多云,1.4,0,南风,1,2,985,56,10,0
2024-12-18 01:00,多云,1,0,西南风,1,1,985,54,11,0
2024-12-18 02:00,多云,0,0,西南风,1,1,985,59,11,0
2024-12-18 03:00,阴,0.3,0,南风,1,2,985,60,11,1
2024-12-18 04:00,多云,2,0,南风,1,1,985,46,11,1
2024-12-18 05:00,多云,1.2,0,南风,0,0,985,52,11,2
2024-12-18 06:00,阴,0.6,0,南风,1,3,985,56,9,1
2024-12-18 07:00,多云,0,0,西北风,1,3,986,63,8,1
2024-12-18 08:00,多云,0.4,0,南风,1,4,986,57,5,0
2024-12-18 09:00,多云,1,0,南风,1,2,986,55,6,25
2024-12-18 10:00,多云,2.3,0,东南风,2,6,986,42,8,51
2024-12-18 11:00,多云,3.6,0,东风,1,5,986,38,7,76
2024-12-18 12:00,晴,4.7,0,东北风,1,1,966,35,8,51
2024-12-18 13:00,多云,5.3,0,北风,1,5,983,36,9,25
2024-12-18 14:00,多云,5.1,0,北风,2,6,983,37,10,0
2024-12-18 15:00,阴,5.5,0,东北风,2,7,981,35,10,27
2024-12-18 16:00,晴,6,0,东风,1,4,981,36,10,55
2024-12-18 17:00,多云,5.5,0,东北风,1,3,981,38,10,82
2024-12-18 18:00,阴,5.6,0,东风,1,2,982,35,12,55
2024-12-18 19:00,多云,5.1,0,东风,1,3,983,37,12,27
2024-12-18 20:00,阴,5,0,西南风,1,5,983,37,11,0
2024-12-18 21:00,阴,4.4,0,西南风,1,1,983,39,11,21
2024-12-18 22:00,多云,4.3,0,东南风,1,5,984,35,11,41
2024-12-18 23:00,阴,4,0,西北风,1,4,984,36,11,62
2024-12-19 00:00,多云,3.4,0,北风,1,4,983,39,10,41
2024-12-19 01:00,多云,2.7,0,南风,1,1,984,42,10,21
2024-12-19 02:00,多云,2.9,0,东北风,1,4,984,42,9,0
2024-12-19 03:00,多云,2.7,0,东风,1,2,984,43,9,11
2024-12-19 04:00,阴,2.1,0,东北风,1,3,983,45,9,22
2024-12-19 05:00,阴,2.2,0,北风,1,1,983,44,9,33
2024-12-19 06:00,阴,2.2,0,北风,1,2,982,47,9,22
2024-12-19 07:00,阴,2,0,北风,1,5,982,46,10,11
2024-12-19 08:00,阴,2,0,北风,1,2,982,47,9,0
2024-12-19 09:00,晴,2.5,0,北风,1,1,981,48,10,0
2024-12-19 10:00,晴,3,0,东北风,1,4,981,47,10,1
2024-12-19 11:00,晴,4,0,北风,2,7,981,44,11,1
2024-12-19 12:00,晴,5.1,0,东北风,1,1,966,42,12,1
2024-12-19 13:00,晴,5.4,0,西北风,1,3,978,41,13,0
2024-12-19 14:00,晴,6.1,0,北风,1,4,977,40,13,0
2024-12-19 15:00,晴,6.6,0,北风,2,8,976,39,13,0
2024-12-19 16:00,晴,6.9,0,东南风,2,6,977,38,13,0
2024-12-19 17:00,晴,5.6,0,北风,1,2,977,43,13,0
2024-12-19 18:00,晴,4.9,0,东北风,1,3,978,46,12,0
2024-12-19 19:00,晴,3.5,0,东北风,1,1,978,51,12,0
2024-12-19 20:00,晴,2.6,0,南风,1,2,978,53,11,0
2024-12-19 21:00,晴,2.4,0,西南风,1,1,979,53,9,0
2024-12-19 22:00,晴,1.4,0,南风,1,1,979,57,8,0
2024-12-19 23:00,晴,0.6,0,西南风,0,0,979,62,8,0
2024-12-20 00:00,多云,0.3,0,西北风,0,0,978,67,7,0
2024-12-20 01:00,多云,0.3,0,西北风,1,1,978,72,7,0
2024-12-20 02:00,多云,-0.2,0,西北风,1,2,978,74,6,0
2024-12-20 03:00,多云,-0.8,0,西风,1,1,978,81,6,3
2024-12-20 04:00,阴,-0.4,0,西北风,1,2,978,75,6,7
2024-12-20 05:00,多云,-0.5,0,西北风,1,1,978,76,6,10
2024-12-20 06:00,晴,-0.6,0,西北风,0,0,978,78,5,7
2024-12-20 07:00,晴,-1.3,0,西风,1,2,979,91,5,3
2024-12-20 08:00,晴,-0.8,0,南风,1,2,980,77,5,0
2024-12-20 09:00,晴,0,0,南风,0,0,981,71,5,0
2024-12-20 10:00,晴,1.7,0,东风,1,2,981,61,4,0
2024-12-20 11:00,晴,4.6,0,东风,1,5,981,54,5,0
2024-12-20 12:00,晴,5.6,0,南风,0,0,966,51,5,0
2024-12-20 13:00,晴,6.3,0,北风,1,5,979,45,6,0
2024-12-20 14:00,晴,7,0,北风,1,5,978,42,7,0
2024-12-20 15:00,晴,7.4,0,东北风,1,3,977,39,7,0
2024-12-20 16:00,晴,7.5,0,东北风,1,2,977,40,7,0
2024-12-20 17:00,晴,6.2,0,西北风,1,1,978,43,7,0
2024-12-20 18:00,晴,4.4,0,东南风,1,1,979,46,10,0
2024-12-20 19:00,晴,3.8,0,西南风,1,3,980,38,10,0
2024-12-20 20:00,晴,3,0,东北风,1,2,981,40,8,0
2024-12-20 21:00,晴,2.2,0,东北风,1,2,981,40,6,0
2024-12-20 22:00,晴,2,0,东北风,0,0,982,45,5,0
2024-12-20 23:00,晴,3.1,0,东北风,1,4,983,37,5,0
2024-12-21 00:00,晴,2,0,东风,1,2,984,43,5,0
2024-12-21 01:00,晴,1.9,0,北风,1,4,984,43,5,0
2024-12-21 02:00,晴,1.2,0,东风,2,6,984,40,5,0
2024-12-21 03:00,多云,1.3,0,东风,1,5,985,36,5,3
2024-12-21 04:00,多云,1.2,0,东风,2,6,986,32,5,7
2024-12-21 05:00,晴,0.7,0,东风,1,4,986,32,5,10
2024-12-21 06:00,晴,0.4,0,南风,1,5,987,30,8,7
2024-12-21 07:00,晴,-0.1,0,东北风,2,7,987,31,10,3
2024-12-21 08:00,晴,-0.9,0,东南风,1,5,988,32,8,0
2024-12-21 09:00,晴,-0.9,0,东风,1,3,989,28,11,0
2024-12-21 10:00,晴,-0.3,0,东北风,2,6,989,26,11,0
2024-12-21 11:00,晴,1.4,0,东北风,2,7,989,23,17,0
2024-12-21 12:00,晴,2.2,0,东北风,2,6,988,23,20,0
2024-12-21 13:00,晴,2.8,0,北风,1,3,986,23,26,0
2024-12-21 14:00,晴,3.5,0,北风,1,3,985,23,25,0
2024-12-21 15:00,晴,3.7,0,北风,1,5,985,24,24,0
2024-12-21 16:00,晴,3.6,0,西北风,1,5,984,25,24,0
2024-12-21 17:00,晴,2.9,0,西北风,1,5,984,28,24,0
2024-12-21 18:00,晴,2.1,0,北风,1,1,984,29,17,0
2024-12-21 19:00,晴,1.3,0,东北风,1,5,985,33,20,0
2024-12-21 20:00,晴,0.8,0,东北风,1,1,985,33,16,0
2024-12-21 21:00,多云,1.1,0,东北风,2,6,986,30,16,1
2024-12-21 22:00,晴,0.5,0,东北风,1,1,986,32,15,1
2024-12-21 23:00,晴,0.6,0,东北风,1,2,986,32,12,2
2024-12-22 00:00,晴,-0.3,0,北风,1,2,986,36,12,1
2024-12-22 01:00,晴,-0.7,0,南风,0,0,985,36,13,1
2024-12-22 02:00,晴,-1.9,0,南风,1,3,985,46,11,0
2024-12-22 03:00,晴,-1.8,0,北风,1,1,985,44,11,11
2024-12-22 04:00,多云,-1.1,0,北风,1,5,984,42,11,22
2024-12-22 05:00,多云,-0.8,0,北风,1,5,984,37,11,33
2024-12-22 06:00,多云,-1.2,0,北风,1,3,984,39,11,22
2024-12-22 07:00,多云,-1.5,0,西北风,1,1,984,40,12,11
2024-12-22 08:00,多云,-1.6,0,东北风,1,4,985,41,13,0
2024-12-22 09:00,阴,-1.6,0,东南风,1,2,985,42,14,28
2024-12-22 10:00,阴,-1.1,0,北风,1,3,985,41,14,57
2024-12-22 11:00,多云,-0.8,0,北风,1,4,984,38,15,85
2024-12-22 12:00,多云,-0.8,0,北风,2,7,983,40,14,57
2024-12-22 13:00,多云,-0.1,0,西北风,1,5,981,37,13,28
2024-12-22 14:00,多云,0.1,0,北风,1,4,981,36,13,0
2024-12-22 15:00,多云,0.3,0,北风,1,5,981,35,13,28
2024-12-22 16:00,多云,0.5,0,东北风,1,3,980,36,13,55
2024-12-22 17:00,多云,0.7,0,北风,1,1,980,36,13,83
2024-12-22 18:00,多云,0.8,0,西北风,1,5,980,36,18,55
2024-12-22 19:00,阴,0.8,0,东北风,1,1,981,39,19,28
2024-12-22 20:00,阴,0.4,0,西北风,1,4,981,41,15,0
2024-12-22 21:00,阴,0.3,0,西北风,1,1,982,40,14,3
2024-12-22 22:00,多云,0.5,0,西北风,1,3,982,39,15,5
2024-12-22 23:00,晴,0.5,0,西北风,1,4,982,38,14,8
2024-12-23 00:00,晴,0.5,0,西北风,1,3,981,38,13,5
2024-12-23 01:00,晴,0.6,0,西北风,1,5,981,38,13,3
2024-12-23 02:00,晴,0.3,0,北风,1,5,982,38,11,0
2024-12-23 03:00,晴,0.1,0,南风,1,2,981,37,11,19
2024-12-23 04:00,晴,-0.7,0,南风,1,1,982,41,11,37
2024-12-23 05:00,晴,-0.3,0,南风,1,1,981,41,11,56
2024-12-23 06:00,晴,0,0,西北风,0,0,981,39,12,37
2024-12-23 07:00,晴,-0.2,0,南风,1,3,981,48,11,19
2024-12-23 08:00,晴,-0.8,0,南风,1,1,982,47,11,0
2024-12-23 09:00,多云,0,0,南风,1,1,982,45,9,0
2024-12-23 10:00,多云,1.3,0,东风,1,4,983,39,10,0
2024-12-23 11:00,晴,2.5,0,南风,1,5,983,33,10,0
2024-12-23 12:00,晴,3.6,0,西北风,1,1,966,30,12,0
2024-12-23 13:00,晴,4.8,0,南风,2,8,981,30,15,0
2024-12-23 14:00,晴,5.5,0,西南风,1,4,980,28,17,0
2024-12-23 15:00,晴,5.6,0,西北风,2,6,980,29,17,1
2024-12-23 16:00,阴,5.9,0,南风,1,3,980,29,17,1
2024-12-23 17:00,晴,4.9,0,南风,1,1,980,32,17,2
2024-12-23 18:00,晴,3.4,0,西北风,1,1,981,36,17,1
2024-12-23 19:00,晴,2,0,北风,1,2,982,40,14,1
2024-12-23 20:00,晴,1.6,0,西北风,1,3,984,45,11,0
